id|image|name|region|state|description
157|300px-Buddyssmallpizza.jpg|Detroit-style pizza|Midwest|Detroit|A square pizza similar to Sicilian-style pizza that has a thick deep-dish crisp crust, brick cheese, and toppings such as pepperoni and olives, and is served with the marinara sauce on top.
158|300px-Grandma-pizza-01.jpg|Grandma pizza|Northeast|Long Island|Thin-crust pizza topped sparingly with shredded mozzarella, crushed uncooked canned tomatoes, chopped garlic, and olive oil, cooked in a rectangular pan and then cut into squares.
159|300px-Frank_Pepe_bacon_spinach_pie.jpg|New Haven-style pizza|Northeast|New Haven, Connecticut|A Neapolitan-influenced pizza with a thin, crisp crust.  A "plain" pizza is crust, oregano, and tomato sauce with a little bit of grated pecorino romano cheese sprinkled on. Mozzarella is considered to be a topping; a customer who wants it must ask for it.
160|300px-New_York_Pizza_Slices.png|New York-style pizza|Northeast|New York City|Pizza with a thin, hand-tossed crust that is soft and foldable but crispy on the edge.  Often sold in wide, wedge-shaped slices to go.
161|300px-Pizza_bagel_1.jpg|Pizza bagel|Midwest|Cleveland,Ohio|The two halves of a toasted bagel, baked with tomato sauce, mozzarella cheese, and often other pizza toppings.
162|300px-Pizza-Puff-02.jpg|Pizza puff|Midwest|Chicago|A deep-fried dough pocket filled with cheese, tomato sauce, and other pizza ingredients such as sausage.  Can be found at some hot dog stands and casual dining restaurants.
163|300px-QuadCityPizza.jpg|Quad City-style pizza|Midwest|The Quad Cities area of Iowa and Illinois|The crust has a nutty taste, the tomato sauce is spicy, the toppings are under the cheese, and the pizza is cut into strips.
164|300px-Imos_Hampton_Deluxe-OliveCanadianbacon.JPG|St. Louis-style pizza|Midwest|St. Louis|Pizza, often made with Provel cheese, with a very thin crust made without yeast.  Generally cut into squares or rectangles instead of wedges.
165|300px-TomatoPie.jpg|Tomato pie|Northeast|Trenton, New Jersey|Thick-crust pizza dish cooked with cheese underneath a large amount of garlicky tomato sauce, cooled to room temperature before serving.
166|300px-Funeralpotatoesdish.JPG|Funeral potatoes|West|Idaho and Utah|A casserole of hash browns or grated/cubed potatoes, Cheddar or Parmesan cheese, cream soup or a cream sauce, and other ingredients, topped with corn flakes or crushed potato chips.
167|300px-Jo_Jos.JPG|Jo Jo potatoes|Multiple|Ohio, Northwest|Potato wedges that are fried in the same vat as chicken,
168|300px-Glazed_Roots_and_Potatoes_OBrien.jpg|Potatoes O'Brien|Northeast|Boston, Massachusetts and Manhattan, New York|Pan-fried potatoes along with green and red bell peppers. Its origin is disputed;
169|300px-Salt_Potatoes.jpg|Salt potatoes|Northeast|Syracuse, New York|As the potatoes cook, the salty water forms a crust on the skin and seals the potatoes so they never taste waterlogged
171|300px-South_Carolina_red_rice_%285633428832%29.jpg|Charleston red rice|South|The lowcountry of South Carolina and Georgia|Long grain rice cooked with crushed tomatoes, small bits of bacon or smoked pork sausage, celery, bell peppers, and onions.
172|300px-Dirty_rice.jpg|Dirty rice|South|Louisiana|Rice cooked with small amounts of meat (traditionally chicken giblets) which give it a dark color, along with onions, bell peppers, celery, and spices.
173|300px-Hoppin-john-bowl.JPG|Hoppin' John|South|The Carolina Lowcountry|Rice cooked with black-eyed peas or field peas, chopped onion, and sliced bacon.  Sometimes country sausage, ham hock, fatback, or another type of meat is used instead of bacon.
174|300px-Homemade_Jambalaya.JPG|Jambalaya|South|Louisiana|A dish of rice and meat in Louisiana Creole cuisine (often a combination of andouille sausage, chicken, and shrimp) cooked with vegetables and Louisiana Creole spices.
175|300px-Red_Beans_and_Rice.jpg|Red beans and rice|South|Louisiana|A dish in Louisiana Creole cuisine, it is prepared with kidney beans cooked with Louisiana Cajun spices, and often also cooked with ham and vegetables such as bell peppers, onions, and celery, served together with white rice.
176|300px-Smothered_turkey_rice_and_gravy_HRoe_2012.jpg|Rice and gravy|South|Louisiana|Traditionally a brown gravy based on pan drippings, cooked with onions, bell peppers, celery, and seasonings, and served over steamed or boiled rice.  Now often made with various types of meats.
177|300px-Brown_Derby_Cobb_Salad_%282440195933%29.jpg|Cobb salad|West|Los Angeles|A garden salad made from chopped salad greens (iceberg lettuce, watercress, endives and Romaine lettuce), tomato, crisp bacon, boiled, grilled or roasted (but not fried) chicken breast, hard-boiled egg, avocado, chives, Roquefort cheese, and red-wine vinaigrette. Various stories exist recounting how the salad was invented.
178|300px-Crab_Louie_Salad.jpg|Crab Louie|West|San Francisco/Spokane|Iceberg lettuce with Dungeness crab or other crab meat, hard boiled eggs, tomatoes, and Louis dressing.
179|300px-Frogeye_salad.JPG|Frogeye salad|West|Idaho and Utah|A pasta salad that is made with acini di pepe pasta, whipped topping and egg yolks. Fruit, such as mandarin oranges and pineapples, are often mixed in, and it is sometimes topped with marshmallows.
180|300px-Michigan_Salad_with_grilled_shrimp_%289555714450%29.jpg|Michigan salad|Midwest|Michigan|A green salad topped with dried cherries or cranberries, blue cheese, vinaigrette, and sometimes apple slices.
181|300px-Tako_Poke.jpg|Poke|West|Hawaii|Poke (/ˈpoʊkeɪ/ POH-kay) is a raw seafood salad served as an appetizer in Hawaiian cuisine.  It is most commonly made with yellowfin tuna, salty seaweed, and sweet onions.
182|300px-Seven_layer_salad.jpg|Seven-layer salad|South|Southern United States|A salad with seven layers, usually composed of iceberg lettuce, peas, tomatoes, onions, Cheddar cheese, bacon, and mayonnaise.  Served in a glass bowl with high sides.
183|300px-Shrimp-Louie-01.jpg|Shrimp Louie|West|San Francisco and Seattle|Iceberg lettuce with Pacific pink shrimp or other small boiled and shelled shrimp, hard boiled eggs, tomatoes, and Louis dressing; basically the same ingredients as a Crab Louie salad, but with shrimp instead of Dungeness crab
184|300px-Waldorfsalat.jpg|Waldorf salad|Northeast|New York City|First created between 1893 and 1896 at the Waldorf Hotel in New York City, it is generally made of fresh apples, celery and walnuts, dressed in mayonnaise.
185|300px-Beef_Manhattan.jpg|Beef Manhattan|Midwest|Indianapolis, Indiana|An open-faced sandwich of roast beef and gravy, served with mashed potatoes.
186|300px-Small_-_Beef_on_Weck.jpg|Beef on weck|Northeast|Buffalo, New York|Thin-sliced roast beef on a Kümmelweck roll (a Kaiser roll topped with caraway seeds and salt).  The cut face of the top half of the roll may be dipped in the jus from the roast. Horseradish is usually provided for the diner to spread to taste on the top half of the roll.
187|300px-PatsCheesesteak.jpg|Cheesesteak|Northeast|Philadelphia|Also known as a Philly cheesesteak.  Thinly sliced beef and melted cheese (generally Cheez Whiz, American cheese, or Provolone) on a hoagie roll, typically with sauteed onions and other seasonings.
189|300px-Chopped_cheese_Crotona_Bronx.jpg|Chopped cheese|Northeast|New York City|Ground beef with onions, topped by melted cheese, and served with lettuce, tomatoes and condiments on a hero roll.
191|300px-Tampa_Cuban_sandwich.jpg|Cuban sandwich|South|Tampa, Florida, South Florida|A pressed sandwich made with sliced ham and roasted pork, Swiss cheese, pickles, mustard, and sometimes Genoa salami, on Cuban bread. Medianoche sandwiches are very closely related.
192|300px-Denver_sandwich.jpg|Denver sandwich|West|Denver|Also known as a Western sandwich.  A Denver omelette (scrambled eggs with diced ham, onions, and green bell peppers) on two pieces of bread.
193|300px-Fluffernutter_before_%28white_background%29.jpg|Fluffernutter|Northeast|New England|Made with peanut butter and marshmallow fluff, usually served on white bread
194|300px-Fool%27s_Gold_Loaf_%288720348111%29.jpg|Fool's Gold Loaf|West|Denver|A French bread, baked and hollowed out, and filled with a jar of peanut butter, a jar of grape jelly, and a pound of bacon.
195|300px-French_dip.jpg|French dip|West|Los Angeles|Thin-sliced beef served on a French roll, often topped with Swiss cheese and onions. Traditionally, the bread is dipped in the beef juice that results from cooking, though it's not unusual for the jus to be served on the side.
196|300px-Brain_sandwiches.jpg|Fried-brain sandwich|Midwest|Evansville, Indiana, Ohio River valley|A sandwich made with heavily battered sliced calves' brains, deep fried and served on sliced bread.
197|300px-St._Louis%2C_MO_%284171227988%29.jpg|Gerber sandwich|Midwest|St. Louis|An open-faced sandwich of a half section of Italian or French bread, spread with garlic butter and topped with ham and either Provel or Provolone cheese, seasoned with a sprinkling of paprika, and then toasted.
198|300px-RealHorseshoesandwich.jpg|Horseshoe sandwich|Midwest|Springfield, Illinois|An open-faced sandwich of thick-sliced toasted bread, a hamburger patty or other meat, French fries, and a cheese sauce that is somewhat similar to Welsh rarebit.
199|300px-Hot_Brown_Kurtz.jpg|Hot brown|South|Louisville, Kentucky|An open-faced sandwich of turkey with sliced tomatoes on thick-cut toast, covered with Mornay sauce and topped with bacon, and baked or broiled until the bread is crisp and the sauce begins to brown.
200|300px-Mmm..._Italian_beef_%286286691399%29.jpg|Italian beef|Midwest|Chicago|A sandwich of thin slices of seasoned roast beef, dripping with meat juices, on a dense, long Italian-style roll.
201|300px-Jibarito.jpg|Jibarito|Midwest|Chicago|A jibarito (/ˌhiːbəˈriːtoʊ/ HEE-bə-REE-toh) is a sandwich, inspired by the cuisine of Puerto Rico, made with flattened, fried green plantains instead of bread.  Generally with a thin steak filling, or sometimes chicken or pork.  Usually topped with garlic-flavored mayonnaise, lettuce, and tomato.
202|300px-JucyLucyMatt%27sMinneapolis.jpg|Jucy Lucy|Midwest|Minneapolis|A cheeseburger that has the cheese inside the meat patty instead of on top.
203|300px-Lobster_Roll_at_the_Lobster_Claw%2C_Bar_Harbor.jpg|Lobster roll|Northeast|New England|A sandwich of lobster meat served in a top-loading hot dog bun.
204|300px-Mother-in-law-sandwich-02.jpg|Mother-in-law|Midwest|Chicago|A tamale in a hot dog bun, covered with chili.
205|300px-New_Orleans_Muffuletta_-_The_best_sandwich_I_ever_had.jpg|Muffuletta|South|New Orleans|A sandwich on a muffuletta bread, a large, round, and light Italian bread with sesame seeds.  It's filled with various meats and cheeses, usually including ham, salami, mortadella, Swiss cheese, and provolone, with olive salad spread on the bread.
206|300px-Pepper-and-egg-sandwich-01.jpg|Pepper and egg sandwich|Midwest|Chicago|Scrambled eggs and grilled bell peppers on French bread.
207|300px-Thanksgiving-Sandwich-01.jpg|Pilgrim sandwich|Northeast|New England|Also known as a Thanksgiving sandwich.  Made with sliced turkey, stuffing, cranberry sauce, and sometimes cheese and other ingredients.
208|300px-Pioneer_Pit_Beef_with_Tiger_Sauce.jpg|Pit beef sandwich|Northeast|Baltimore|A sandwich of charcoal-roasted beef, sliced and served rare on a Kaiser roll.
209|300px-Alligator_po_boy.jpg|Po' boy|South|New Orleans|A submarine sandwich on a wide piece of French bread that is crunchy on the outside and light on the inside.  Popular fillings include fried seafood such as shrimp, oysters, or catfish, and the more traditional roast beef with brown gravy.  Usually topped ("dressed") with shredded lettuce, tomatoes, pickles, and mayonnaise.
210|300px-Pork_tenderloin_sandwich.JPG|Pork tenderloin sandwich|Midwest|Iowa and Indiana|A large, thin pork cutlet, breaded and deep-fried, served on a bun.
211|300px-Katz%27s_Deli_-_Lunch.jpg|Reuben sandwich|Multiple|New York City and Omaha, Nebraska|A hot sandwich composed of corned beef, Swiss cheese, sauerkraut, and Russian or Thousand Island dressing, grilled between slices of rye bread.
212|300px-2015_0629_Sailor_at_NYD.jpg|Sailor sandwich|South|Richmond, Virginia|A sandwich of grilled knackwurst, hot pastrami, melted Swiss cheese, and spicy mustard on rye bread.
213|300px-Millburn_Deli_Sloppy_Joes.jpg|Sloppy joe|Northeast|Northern New Jersey|In most of the U.S., a sloppy joe is a sandwich of ground beef and tomato sauce, with onion and spices, served on a hamburger bun.  But in North Jersey, a sloppy joe is a double decker thin sliced rye bread sandwich made with one or more types of sliced deli meat, such as turkey, ham, pastrami, corned beef, roast beef, or sliced beef tongue, along with Swiss cheese, coleslaw, and Russian dressing.
214|300px-Chicken_Spiedie.jpg|Spiedie|Northeast|Binghamton, New York|A spiedie (/ˈspiːdi/ SPEE-dee) is a sandwich of marinated cubes of lamb, chicken, pork, or beef served on Italian bread or white bread.
215|300px-STP_Sandwich_004.jpg|St. Paul sandwich|Midwest|St. Louis|An egg foo young patty on white bread, with dill pickle slices, lettuce, tomatoes, and mayonnaise.
216|300px-Hoagie_Hero_Sub_Sandwich.jpg|Submarine sandwich|Northeast|Northeastern United States|Also known as a sub, wedge, hoagie, hero, grinder, baguette and other names, it originated in several different Italian American communities in the Northeastern United States from the late 19th to mid-20th centuries.  A long roll of bread split widthwise into two pieces, and filled with a variety of meats, cheeses, vegetables, seasonings, and sauces.
217|300px-Maid-Rite_loose_meat_sandwich.jpg|Tavern sandwich|Midwest|Iowa|Also known as a loosemeat sandwich, it contains crumbled, unseasoned ground beef on a bun, mixed with sauteed onions, and sometimes topped with pickles, ketchup and mustard.
219|300px-Brunswick_stew.jpg|Brunswick stew|South|Southern United States|A stew based on tomatoes, local beans and vegetables, and chicken in recent times; originally, small game meat such as squirrel, rabbit or opossum was used instead.
220|300px-Kentucky_burgoo.jpg|Burgoo|South|Kentucky and Illinois|A spicy stew,
221|300px-Pot-o-chili.jpg|Chili con carne|South|Texas|Originated in Texas and is the official dish of the U.S. state of Texas, as designated by the House Concurrent Resolution Number 18 of the 65th Texas Legislature during its regular session in 1977.
222|300px-ManhattanClamChowder.jpg|Clam chowder (Manhattan style)|Northeast|New York|Clams cooked in a red broth with tomatoes for flavor and color.
223|300px-Quail_07_bg_041506.jpg|Clam chowder (New England style)|Northeast|New England|A milk- or cream-based chowder of potatoes, onion, and clams.
224|300px-Gumbo_at_Tujaques.jpg|Gumbo|South|Louisiana|A meat or seafood soup or stew thickened with okra or filé.
226|300px-She-Crab_Soup.jpg|She-crab soup|South|Charleston, South Carolina|A seafood soup made with blue crab meat, crab roe, and crab stock mixed with heavy cream and dry sherry.
228|300px-Vichyssoise.jpg|Vichyssoise|Northeast|New York City|Vichyssoise (/viːʃiːˈswɑːz/ vee-shee-SWAHZ) is a thick soup made of puréed leeks, onions, potatoes, cream, and chicken stock.  Its origins is a subject of debate among culinary historians; Julia Child calls it "an American invention",
229|300px-Yakamein_%28aka_old_sober%29_red_bowl.jpg|Yaka mein|South|New Orleans|A soup that combines influences of Chinese and Creole cuisine.  Stewed beef in beef-based broth with noodles, garnished with half a hard-boiled egg and chopped green onions, with Creole or Cajun seasoning.
230|300px-Carne_Asada_Fries_from_Lolitas.jpg|Carne asada fries|Southwest|San Diego, California|French fries, carne asada, guacamole, sour cream, and cheese.
231|300px-Flickr_kb35_1644526369--Chicken_fried_steak.jpg|Chicken fried steak|South|Texas|A breaded cutlet dish consisting of a piece of tenderized cube steak coated with seasoned flour and pan fried.
232|300px-Delmonico_steak.jpg|Delmonico steak|Northeast|New York City|A method of preparation from one of several cuts of beef (typically the Rib Cut) prepared Delmonico style, made by Delmonico's Restaurant in New York City during the mid-19th century.
233|300px-Finger_steak.jpg|Finger steaks|West|Southern Idaho|Small strips of steak (usually sirloin), battered with a tempura-like batter and deep-fried in oil. Typically served with French fries and fry sauce, and a thick piece of buttered toast.
234|300px-Pork-steak-01.jpg|Pork steak|Midwest|St. Louis|A steak made from a slice of pork shoulder; often smoked or slow-cooked with barbecue sauce.
235|300px-Steak-de-Burgo-01.jpg|Steak de Burgo|Midwest|Des Moines, Iowa|Usually consists of a beef tenderloin either topped with butter, garlic, and Italian herbs, or served in a sauce consisting of those same ingredients
236|300px-Steak_Diane.jpg|Steak Diane|Northeast|New York City|A pan-fried beefsteak with a sauce made from the seasoned pan juices, generally prepared in restaurants tableside, and flambéed. It does not appear in the classics of French cuisine, and was probably invented in mid-20th century New York City as part of the fad for tableside-flambéed dishes.
